PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,RESPONSE_VALUE_MEKK2MT
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Percent response of Alexa488-MEK5 binding to MEKK2 Mutant
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,10
2417,17513379,3798147,Inactive,2,,,5
2418,17513393,1844676,Inactive,10,,,-3
2419,17513396,1401961,Inactive,9,,,-2
2420,17513428,54684448,Inactive,7,,,0
2421,17513434,683499,Inactive,6,,,1
2422,17513447,753408,Inactive,1,,,6
2423,17513474,3697555,Inactive,0,,,7
2424,17513504,6867810,Inactive,2,,,5
2425,17513512,708755,Inactive,1,,,8
2426,17513529,3702169,Inactive,4,,,3
2427,17513544,4563615,Inactive,5,,,2
2428,17513569,1883622,Inactive,3,,,4
2429,17513570,1869309,Inactive,11,,,-4
2430,17513578,135455799,Inactive,2,,,9
2431,17513583,135431389,Inactive,10,,,-3
2432,17513591,12005721,Inactive,11,,,-4
2433,17513609,5390299,Inactive,1,,,8
2434,17513626,5934026,Inactive,17,,,-10
2435,17513634,6866344,Inactive,0,,,7
2436,17513670,9655569,Inactive,10,,,-3
2437,17513678,6880896,Inactive,11,,,-4
2438,17513679,3818611,Inactive,2,,,9
2439,17513724,6885736,Inactive,3,,,4
2440,17513741,1952926,Inactive,9,,,-2
2441,17513754,6865722,Inactive,14,,,-7
2442,17513766,1419830,Inactive,0,,,7
2443,17513767,9633449,Inactive,8,,,-1
2444,17513769,135517139,Inactive,7,,,0
2445,17513776,1410264,Inactive,23,,,-16
2446,17513777,630962,Inactive,10,,,-3
2447,17513779,687113,Inactive,11,,,-4
