,0
45359195.0,10.0
44715648.0,10.0
57503920.0,10.0
16081697.0,10.0
45360253.0,10.0
5318045.0,10.0
44715587.0,10.0
45783077.0,10.0
57509425.0,10.0
75368717.0,10.0
45359499.0,10.0
24150651.0,10.0
51136545.0,10.0
14704521.0,10.0
23872119.0,10.0
51136439.0,10.0
23757100.0,10.0
51136595.0,10.0
56776185.0,10.0
57509321.0,10.0
57509414.0,10.0
75368758.0,10.0
57503893.0,10.0
45360089.0,10.0
38358434.0,10.0
6438770.0,10.0
45782899.0,10.0
45359416.0,10.0
194564.0,10.0
44715452.0,10.0
57509448.0,10.0
133053828.0,10.0
45783047.0,10.0
75411912.0,10.0
45359872.0,10.0
23872104.0,10.0
51136423.0,10.0
133053867.0,10.0
75411900.0,10.0
110062420.0,10.0
44715454.0,10.0
23815373.0,10.0
10340820.0,10.0
10882011.0,10.0
71694419.0,10.0
51136449.0,10.0
16745274.0,10.0
95223113.0,10.0
51136321.0,10.0
98050906.0,10.0
9911823.0,10.0
60208854.0,10.0
45359410.0,10.0
102571585.0,10.0
53474390.0,10.0
75528845.0,10.0
45360217.0,10.0
45359668.0,10.0
23874500.0,10.0
75528782.0,10.0
45782853.0,10.0
163560.0,10.0
45782750.0,10.0
44715282.0,10.0
56776174.0,10.0
71694407.0,10.0
75536005.0,10.0
75411935.0,10.0
51136259.0,10.0
75528777.0,10.0
45359178.0,10.0
54738507.0,10.0
102571573.0,10.0
45782751.0,10.0
38355912.0,10.0
51136419.0,10.0
21629648.0,10.0
45360090.0,10.0
45360079.0,10.0
45359255.0,10.0
3481851.0,10.0
45359303.0,10.0
9826528.0,10.0
70679466.0,10.0
9995890.0,10.0
73265341.0,10.0
10044441.0,10.0
5933650.0,10.0
5316084.0,10.0
75528798.0,10.0
110062442.0,10.0
51136401.0,10.0
24121293.0,10.0
51136591.0,10.0
56776207.0,10.0
57509345.0,10.0
9945785.0,10.0
25225302.0,10.0
15236159.0,10.0
75411955.0,10.0
120709.0,10.0
75528898.0,10.0
75528900.0,10.0
71694406.0,10.0
45783079.0,10.0
3837569.0,10.0
11190157.0,10.0
44715202.0,10.0
52952568.0,10.0
44715421.0,10.0
51136585.0,10.0
56776192.0,10.0
3394278.0,10.0
57509445.0,10.0
57509449.0,10.0
14021268.0,10.0
75368716.0,10.0
23815273.0,10.0
119112.0,10.0
5470020.0,10.0
3084295.0,10.0
56776366.0,10.0
92735.0,10.0
60208868.0,10.0
5281759.0,10.0
38358916.0,10.0
45360160.0,10.0
75368725.0,10.0
110062444.0,10.0
45360346.0,10.0
95224757.0,10.0
45360167.0,10.0
45359677.0,10.0
14138841.0,10.0
331391.0,10.0
56776351.0,10.0
13966127.0,10.0
45359971.0,10.0
5185849.0,10.0
45360205.0,10.0
133053847.0,10.0
121515.0,10.0
25040420.0,10.0
101565496.0,10.0
10455173.0,10.0
23900083.0,10.0
56776281.0,10.0
133053868.0,10.0
22019312.0,10.0
4365980.0,10.0
24801244.0,10.0
95223199.0,10.0
56776298.0,10.0
110281993.0,10.0
60208905.0,10.0
11560275.0,10.0
3081016.0,10.0
73832277.0,10.0
56776171.0,10.0
9799386.0,10.0
45782928.0,10.0
56776360.0,10.0
56776180.0,10.0
14632997.0,10.0
14033762.0,10.0
60208881.0,10.0
197721.0,10.0
14262763.0,10.0
38356337.0,10.0
196831.0,10.0
56773912.0,10.0
24066894.0,10.0
14864259.0,10.0
12000883.0,10.0
23844030.0,10.0
45783017.0,10.0
56776408.0,10.0
133053822.0,10.0
75411947.0,10.0
75411977.0,10.0
24011682.0,10.0
56776241.0,10.0
75368759.0,10.0
75368733.0,10.0
75368813.0,10.0
75411951.0,10.0
75411971.0,10.0
11968788.0,10.0
126216.0,10.0
57525107.0,10.0
133053862.0,10.0
75528891.0,10.0
60208835.0,10.0
26121421.0,10.0
13995530.0,10.0
45360307.0,10.0
284995.0,10.0
21637592.0,10.0
24011645.0,10.0
442799.0,10.0
14632885.0,10.0
45782804.0,10.0
92846298.0,10.0
102571653.0,10.0
44559107.0,10.0
102571683.0,10.0
44445554.0,10.0
6419708.0,10.0
24798764.0,10.0
46887681.0,10.0
5283820.0,10.0
44424838.0,10.0
6918540.0,10.0
66553156.0,10.0
16007367.0,10.0
439487.0,10.0
46174142.0,10.0
11462174.0,10.0
25209788.0,10.0
57682490.0,10.0
73555129.0,10.0
992586.0,10.0
46886975.0,10.0
11560249.0,10.0
131664.0,10.0
42628077.0,10.0
9832687.0,10.0
49766530.0,10.0
10298385.0,10.0
59634741.0,10.0
57342036.0,10.0
53344620.0,10.0
24894064.0,10.0
68279301.0,10.0
46943339.0,10.0
50919367.0,10.0
135468531.0,10.0
46937430.0,10.0
2843133.0,10.0
1386351.0,10.0
9549300.0,10.0
11703284.0,10.0
6419762.0,10.0
58573469.0,10.0
644335.0,10.0
44156921.0,10.0
53396339.0,10.0
3223.0,10.0
7345532.0,10.0
7593228.0,10.0
9913498.0,10.0
21592210.0,10.0
72716071.0,10.0
135483437.0,10.0
5231054.0,10.0
4547.0,10.0
16047026.0,10.0
70934541.0,10.0
72022.0,10.0
135761774.0,10.0
76525291.0,10.0
22052291.0,10.0
25181577.0,10.0
9958543.0,10.0
45276387.0,10.0
70678981.0,10.0
50898538.0,10.0
11285002.0,10.0
8087347.0,10.0
11483970.0,10.0
60202556.0,10.0
59547990.0,10.0
4785700.0,10.0
59548184.0,10.0
1100216.0,10.0
878151.0,10.0
3860640.0,10.0
23669.0,10.0
133053881.0,10.0
92044400.0,10.0
7518316.0,10.0
135511704.0,10.0
133053873.0,10.0
11545682.0,10.0
11191162.0,10.0
71718072.0,10.0
3113922.0,10.0
137247190.0,10.0
16220061.0,10.0
9803245.0,10.0
25108642.0,10.0
10434225.0,10.0
135433495.0,10.0
137247191.0,10.0
53320361.0,10.0
5492271.0,10.0
246940.0,10.0
72200252.0,10.0
67121842.0,10.0
60148655.0,10.0
133053895.0,10.0
443688.0,10.0
21140476.0,0.0
932.0,10.0
134827947.0,10.0
5500298.0,10.0
6438496.0,10.0
5280805.0,10.0
16395894.0,10.0
398937.0,10.0
3083909.0,10.0
21669396.0,10.0
46849639.0,10.0
5281703.0,10.0
134827983.0,10.0
102441802.0,10.0
134827966.0,10.0
14314508.0,10.0
12742404.0,10.0
135419370.0,10.0
134827981.0,10.0
102441807.0,10.0
102441806.0,10.0
45112410.0,10.0
21589082.0,10.0
638024.0,0.0
134827970.0,10.0
101965701.0,10.0
134828010.0,10.0
11769676.0,10.0
134827956.0,10.0
44543743.0,10.0
132582339.0,10.0
134827971.0,10.0
101011023.0,10.0
71502738.0,10.0
134828036.0,10.0
134828018.0,10.0
44543729.0,10.0
134827948.0,10.0
161532.0,10.0
124201669.0,10.0
134828001.0,10.0
134828038.0,10.0
70789332.0,10.0
23654361.0,10.0
10979572.0,10.0
53231603.0,10.0
5351130.0,10.0
44543740.0,10.0
134827942.0,10.0
132430.0,10.0
15214986.0,10.0
134828023.0,10.0
11008793.0,10.0
44543745.0,10.0
44543726.0,10.0
14239577.0,10.0
5381458.0,10.0
21769900.0,10.0
134827973.0,10.0
53231603.0,10.0
25258999.0,10.0
216237.0,0.0
60810.0,0.0
44341401.0,0.0
151173.0,0.0
57519528.0,0.0
10158562.0,0.0
25105690.0,0.0
53484170.0,0.0
9829162.0,0.0
45279469.0,0.0
24771867.0,0.0
60196335.0,0.0
3047798.0,0.0
10251042.0,0.0
5282215.0,0.0
27891.0,0.0
4783.0,0.0
210301.0,0.0
6918126.0,0.0
9811353.0,0.0
132916.0,0.0
185457.0,0.0
1999.0,0.0
125564.0,0.0
10133071.0,0.0
26602.0,0.0
5282203.0,0.0
72004.0,0.0
3309.0,0.0
5282450.0,0.0
6918106.0,0.0
65870.0,0.0
127998.0,0.0
129319.0,0.0
3045414.0,0.0
65953.0,0.0
443947.0,0.0
164486.0,0.0
20749.0,0.0
19596.0,0.0
34051.0,0.0
129991.0,0.0
5464257.0,0.0
71793.0,0.0
5311398.0,0.0
33176.0,0.0
9570475.0,0.0
35751.0,0.0
65394.0,0.0
34870.0,0.0
53359.0,0.0
27901.0,0.0
91273.0,0.0
31473.0,0.0
26391.0,0.0
3489.0,0.0
4921.0,0.0
66067.0,0.0
4047.0,0.0
20056549.0,0.0
4257.0,0.0
688576.0,0.0
208836.0,0.0
3300.0,0.0
32995.0,0.0
164072.0,0.0
71837.0,0.0
2461.0,0.0
198695.0,0.0
198707.0,0.0
46926062.0,0.0
17571905.0,0.0
57703712.0,0.0
42647289.0,0.0
46933992.0,0.0
16666332.0,0.0
9804991.0,0.0
71550931.0,0.0
73265219.0,0.0
52948550.0,0.0
73265278.0,0.0
136257950.0,0.0
5284632.0,0.0
15057856.0,0.0
60060499.0,0.0
11248978.0,0.0
58221879.0,0.0
656628.0,0.0
73265416.0,0.0
16760041.0,0.0
654375.0,0.0
1243561.0,0.0
700148.0,0.0
2252413.0,0.0
743799.0,0.0
846995.0,0.0
5030588.0,0.0
239596.0,0.0
494061.0,0.0
293603.0,0.0
265249.0,0.0
275903.0,0.0
323701.0,0.0
4614.0,0.0
336423.0,0.0
2170.0,0.0
70547.0,0.0
444.0,0.0
2419.0,0.0
2376.0,0.0
3654103.0,0.0
2691.0,0.0
2727.0,0.0
2782.0,0.0
2719.0,0.0
2771.0,0.0
2993.0,0.0
3114.0,0.0
3348.0,0.0
3488.0,0.0
6603857.0,0.0
144.0,0.0
161930.0,0.0
3869.0,0.0
4168.0,0.0
4011.0,0.0
4636.0,0.0
4828.0,0.0
4740.0,0.0
16362.0,0.0
4761.0,0.0
4913.0,0.0
237.0,0.0
2866.0,0.0
65752.0,0.0
3035905.0,0.0
2051.0,0.0
4666.0,0.0
5639.0,0.0
5684.0,0.0
3003565.0,0.0
3797.0,0.0
9552079.0,0.0
5340.0,0.0
6760.0,0.0
3038.0,0.0
2335.0,0.0
12555.0,0.0
6726.0,0.0
3168.0,0.0
15443.0,0.0
2200.0,0.0
4633.0,0.0
133053818.0,0.0
35375.0,0.0
6436187.0,0.0
9651.0,0.0
648601.0,0.0
6029.0,0.0
1548943.0,0.0
47811.0,0.0
10237.0,0.0
439501.0,0.0
5282230.0,0.0
3746.0,0.0
4021.0,0.0
3169.0,0.0
660311.0,0.0
3822.0,0.0
40468194.0,0.0
222757.0,0.0
46835353.0,0.0
133053858.0,0.0
16490.0,0.0
657237.0,0.0
5834.0,0.0
6279.0,0.0
236702.0,0.0
6426740.0,0.0
6426740.0,0.0
6925666.0,0.0
21680710.0,0.0
53232.0,0.0
123664.0,0.0
5388973.0,0.0
657380.0,0.0
3689.0,0.0
6473881.0,0.0
2396.0,0.0
123924.0,0.0
688272.0,0.0
3086599.0,0.0
441276.0,0.0
8969.0,0.0
3034756.0,0.0
3549.0,0.0
3549.0,0.0
448991.0,0.0
64981.0,0.0
105008.0,0.0
36339.0,0.0
795044.0,0.0
2888648.0,0.0
2724385.0,0.0
9880.0,0.0
6466.0,0.0
30231.0,0.0
5770.0,0.0
2662.0,0.0
5281565.0,0.0
6537505.0,0.0
6537490.0,0.0
6878030.0,0.0
753704.0,0.0
65399.0,0.0
6303.0,0.0
9795278.0,0.0
2828334.0,0.0
5280754.0,0.0
5881.0,0.0
4712.0,0.0
5983.0,0.0
6714010.0,0.0
6714010.0,0.0
638024.0,0.0
4450.0,0.0
5090.0,0.0
5650.0,0.0
100768.0,0.0
5375083.0,0.0
135398641.0,0.0
135398635.0,0.0
5280794.0,0.0
439503.0,0.0
441302.0,0.0
441207.0,0.0
50942.0,0.0
6602485.0,0.0
21800.0,0.0
123631.0,0.0
5291.0,0.0
60823.0,0.0
5362440.0,0.0
392622.0,0.0
92253.0,0.0
3652.0,0.0
2893.0,0.0
447912.0,0.0
374536.0,0.0
9914412.0,0.0
65944.0,0.0
60605.0,0.0
10206.0,0.0
5459308.0,0.0
12073157.0,0.0
9820526.0,0.0
688042.0,0.0
11644425.0,0.0
44259.0,0.0
442530.0,0.0
444732.0,0.0
16759612.0,0.0
446916.0,0.0
10177.0,0.0
2049.0,0.0
6610243.0,0.0
107985.0,0.0
6436223.0,0.0
3501.0,0.0
442972.0,0.0
151289.0,0.0
929262.0,0.0
5708351.0,0.0
5084.0,0.0
8617.0,0.0
36314.0,0.0
1548955.0,0.0
3949.0,0.0
446596.0,0.0
5281037.0,0.0
135398508.0,0.0
176870.0,0.0
3037209.0,0.0
10141893.0,0.0
6605258.0,0.0
4908365.0,0.0
4261.0,0.0
33630.0,0.0
210332.0,0.0
4124851.0,0.0
9270.0,0.0
37907.0,0.0
65663.0,0.0
3245.0,0.0
4121.0,0.0
656511.0,0.0
2541.0,0.0
208908.0,0.0
3081361.0,0.0
6918289.0,0.0
123879.0,0.0
11082908.0,0.0
123814.0,0.0
9839311.0,0.0
9549298.0,0.0
197810.0,0.0
2375.0,0.0
5311.0,0.0
9840076.0,0.0
1029232.0,0.0
5494449.0,0.0
9908783.0,0.0
11219835.0,0.0
6320437.0,0.0
60750.0,0.0
9548612.0,0.0
10452040.0,0.0
10789705.0,0.0
72326.0,0.0
23928096.0,0.0
23872105.0,0.0
23928055.0,0.0
3010929.0,0.0
23900059.0,0.0
23958150.0,0.0
24094129.0,0.0
23815429.0,0.0
23983652.0,0.0
10096940.0,0.0
119093.0,0.0
24121275.0,0.0
23900054.0,0.0
442416.0,0.0
23815301.0,0.0
23928031.0,0.0
23757051.0,0.0
14048611.0,0.0
23900096.0,0.0
10471692.0,0.0
54678599.0,0.0
23843909.0,0.0
23983741.0,0.0
444679.0,0.0
14263159.0,0.0
23844036.0,0.0
23872110.0,0.0
23843975.0,0.0
24011644.0,0.0
540288.0,0.0
23928101.0,0.0
23757185.0,0.0
23815381.0,0.0
13259919.0,0.0
13855800.0,0.0
23844045.0,0.0
14033815.0,0.0
23874473.0,0.0
24011650.0,0.0
21603201.0,0.0
10133609.0,0.0
442432.0,0.0
23815408.0,0.0
120639.0,0.0
23983715.0,0.0
10220256.0,0.0
23786390.0,0.0
23955789.0,0.0
13895712.0,0.0
23928137.0,0.0
23843961.0,0.0
23955795.0,0.0
10516994.0,0.0
9978650.0,0.0
23955811.0,0.0
24148522.0,0.0
5316704.0,0.0
23872142.0,0.0
13892722.0,0.0
98363.0,0.0
14314904.0,0.0
11997642.0,0.0
23958152.0,0.0
5281544.0,0.0
15699875.0,0.0
14263156.0,0.0
21634938.0,0.0
23815303.0,0.0
16681741.0,0.0
24039358.0,0.0
23757182.0,0.0
23815370.0,0.0
442249.0,0.0
23757095.0,0.0
23815368.0,0.0
23757190.0,0.0
3002143.0,0.0
23928022.0,0.0
23955896.0,0.0
10333020.0,0.0
159278.0,0.0
23872115.0,0.0
23844039.0,0.0
23872044.0,0.0
23899981.0,0.0
23983650.0,0.0
23928114.0,0.0
73525.0,0.0
23986014.0,0.0
23786417.0,0.0
24066885.0,0.0
23930357.0,0.0
23846524.0,0.0
23955877.0,0.0
92503.0,0.0
23786308.0,0.0
11464346.0,0.0
3565209.0,0.0
13818797.0,0.0
6443034.0,0.0
23757194.0,0.0
23844016.0,0.0
23757050.0,0.0
23846522.0,0.0
23786403.0,0.0
23928104.0,0.0
24868421.0,0.0
23789027.0,0.0
23928044.0,0.0
23900079.0,0.0
